448,192,316783,1,0,0:0:0:0:
192,192,316783,1,0,0:0:0:0:
320,192,316826,1,0,0:0:0:0:
64,192,316869,1,0,0:0:0:0:
448,192,316913,1,0,0:0:0:0:
320,192,316956,1,0,0:0:0:0:
64,192,317000,1,0,0:0:0:0:
192,192,317043,1,0,0:0:0:0:
448,192,317087,1,0,0:0:0:0:
320,192,317130,1,0,0:0:0:0:
192,192,317174,1,0,0:0:0:0:
448,192,317217,1,0,0:0:0:0:
64,192,317261,1,0,0:0:0:0:
320,192,317304,1,0,0:0:0:0:
192,192,317304,1,0,0:0:0:0:
448,192,317348,1,0,0:0:0:0:
64,192,317391,1,0,0:0:0:0:
320,192,317435,1,0,0:0:0:0:
448,192,317478,1,0,0:0:0:0:
64,192,317522,1,0,0:0:0:0:
320,192,317565,1,0,0:0:0:0:
448,192,317609,1,0,0:0:0:0:
64,192,317652,1,0,0:0:0:0:
320,192,317696,1,0,0:0:0:0:
448,192,317739,1,0,0:0:0:0:
64,192,317783,1,0,0:0:0:0:
320,192,317826,1,0,0:0:0:0:
192,192,317826,1,0,0:0:0:0:
448,192,317869,1,0,0:0:0:0:
64,192,317913,1,0,0:0:0:0:
320,192,317956,1,0,0:0:0:0:
448,192,318000,1,0,0:0:0:0:
192,192,318043,1,0,0:0:0:0:
64,192,318087,1,0,0:0:0:0:
320,192,318130,1,0,0:0:0:0:
448,192,318174,1,0,0:0:0:0:
64,192,318217,1,0,0:0:0:0:
320,192,318261,1,0,0:0:0:0:
448,192,318304,1,0,0:0:0:0:
192,192,318348,1,0,0:0:0:0:
64,192,318348,1,0,0:0:0:0:
320,192,318391,1,0,0:0:0:0:
448,192,318435,1,0,0:0:0:0:
192,192,318478,1,0,0:0:0:0:
320,192,318522,1,0,0:0:0:0:
448,192,318565,1,0,0:0:0:0:
192,192,318609,1,0,0:0:0:0:
320,192,318652,1,0,0:0:0:0:
448,192,318696,1,0,0:0:0:0:
64,192,318739,1,0,0:0:0:0:
320,192,318783,1,0,0:0:0:0:
192,192,318826,1,0,0:0:0:0:
448,192,318869,1,0,0:0:0:0:
64,192,318869,1,0,0:0:0:0:
320,192,318913,1,0,0:0:0:0:
192,192,318956,1,0,0:0:0:0:
448,192,319000,1,0,0:0:0:0:
320,192,319043,1,0,0:0:0:0:
64,192,319087,1,0,0:0:0:0:
448,192,319130,1,0,0:0:0:0:
192,192,319174,1,0,0:0:0:0:
64,192,319217,1,0,0:0:0:0:
320,192,319261,1,0,0:0:0:0:
192,192,319304,1,0,0:0:0:0:
64,192,319348,1,0,0:0:0:0:
320,192,319391,1,0,0:0:0:0:
448,192,319391,1,0,0:0:0:0:
192,192,319435,1,0,0:0:0:0:
64,192,319478,1,0,0:0:0:0:
320,192,319522,1,0,0:0:0:0:
448,192,319565,1,0,0:0:0:0:
192,192,319609,1,0,0:0:0:0:
64,192,319652,1,0,0:0:0:0:
320,192,319696,1,0,0:0:0:0:
192,192,319739,1,0,0:0:0:0:
64,192,319783,1,0,0:0:0:0:
320,192,319826,1,0,0:0:0:0:
192,192,319869,1,0,0:0:0:0:
448,192,319913,1,0,0:0:0:0:
64,192,319913,1,0,0:0:0:0:
320,192,319956,1,0,0:0:0:0:
192,192,320000,1,0,0:0:0:0:
64,192,320043,1,0,0:0:0:0:
320,192,320087,1,0,0:0:0:0:
448,192,320130,1,0,0:0:0:0:
64,192,320174,1,0,0:0:0:0:
320,192,320217,1,0,0:0:0:0:
448,192,320261,1,0,0:0:0:0:
192,192,320304,1,0,0:0:0:0:
64,192,320348,1,0,0:0:0:0:
320,192,320391,1,0,0:0:0:0:
448,192,320435,1,0,0:0:0:0:
192,192,320435,1,0,0:0:0:0:
64,192,320478,1,0,0:0:0:0:
320,192,320522,1,0,0:0:0:0:
192,192,320565,1,0,0:0:0:0:
448,192,320609,1,0,0:0:0:0:
64,192,320652,1,0,0:0:0:0:
192,192,320696,1,0,0:0:0:0:
320,192,320739,1,0,0:0:0:0:
448,192,320783,1,0,0:0:0:0:
64,192,320826,1,0,0:0:0:0:
192,192,320869,1,0,0:0:0:0:
320,192,320913,1,0,0:0:0:0:
64,192,320956,1,0,0:0:0:0:
448,192,320956,1,0,0:0:0:0:
192,192,321000,1,0,0:0:0:0:
320,192,321043,1,0,0:0:0:0:
64,192,321087,1,0,0:0:0:0:
448,192,321130,1,0,0:0:0:0:
320,192,321174,1,0,0:0:0:0:
192,192,321217,1,0,0:0:0:0:
64,192,321261,1,0,0:0:0:0:
448,192,321304,1,0,0:0:0:0:
320,192,321348,1,0,0:0:0:0:
64,192,321391,1,0,0:0:0:0:
192,192,321435,1,0,0:0:0:0:
320,192,321478,1,0,0:0:0:0:
448,192,321478,1,0,0:0:0:0:
64,192,321522,1,0,0:0:0:0:
192,192,321565,1,0,0:0:0:0:
320,192,321609,1,0,0:0:0:0:
64,192,321652,1,0,0:0:0:0:
192,192,321696,1,0,0:0:0:0:
320,192,321739,1,0,0:0:0:0:
448,192,321783,1,0,0:0:0:0:
64,192,321826,1,0,0:0:0:0:
192,192,321869,1,0,0:0:0:0:
448,192,321913,1,0,0:0:0:0:
320,192,321956,1,0,0:0:0:0:
64,192,322000,1,0,0:0:0:0:
192,192,322000,1,0,0:0:0:0:
448,192,322043,1,0,0:0:0:0:
320,192,322087,1,0,0:0:0:0:
192,192,322130,1,0,0:0:0:0:
448,192,322174,1,0,0:0:0:0:
320,192,322217,1,0,0:0:0:0:
64,192,322261,1,0,0:0:0:0:
448,192,322304,1,0,0:0:0:0:
192,192,322348,1,0,0:0:0:0:
320,192,322391,1,0,0:0:0:0:
448,192,322435,1,0,0:0:0:0:
192,192,322478,1,0,0:0:0:0:
64,192,322522,1,0,0:0:0:0:
320,192,322522,1,0,0:0:0:0:
448,192,322565,1,0,0:0:0:0:
192,192,322609,1,0,0:0:0:0:
320,192,322652,1,0,0:0:0:0:
64,192,322696,1,0,0:0:0:0:
448,192,322739,1,0,0:0:0:0:
192,192,322783,1,0,0:0:0:0:
64,192,322826,1,0,0:0:0:0:
320,192,322869,1,0,0:0:0:0:
448,192,322913,1,0,0:0:0:0:
64,192,322956,1,0,0:0:0:0:
320,192,323000,1,0,0:0:0:0:
448,192,323043,1,0,0:0:0:0:
192,192,323043,1,0,0:0:0:0:
64,192,323087,1,0,0:0:0:0:
320,192,323130,1,0,0:0:0:0:
192,192,323174,1,0,0:0:0:0:
64,192,323217,1,0,0:0:0:0:
448,192,323261,1,0,0:0:0:0:
320,192,323304,1,0,0:0:0:0:
192,192,323348,1,0,0:0:0:0:
448,192,323391,1,0,0:0:0:0:
320,192,323435,1,0,0:0:0:0:
64,192,323478,1,0,0:0:0:0:
448,192,323522,1,0,0:0:0:0:
320,192,323565,1,0,0:0:0:0:
192,192,323565,1,0,0:0:0:0:
64,192,323609,1,0,0:0:0:0:
448,192,323652,1,0,0:0:0:0:
192,192,323696,1,0,0:0:0:0:
320,192,323739,1,0,0:0:0:0:
64,192,323783,1,0,0:0:0:0:
448,192,323826,1,0,0:0:0:0:
320,192,323869,1,0,0:0:0:0:
64,192,323913,1,0,0:0:0:0:
192,192,323956,1,0,0:0:0:0:
448,192,324000,1,0,0:0:0:0:
64,192,324043,1,0,0:0:0:0:
192,192,324087,1,0,0:0:0:0:
320,192,324087,1,0,0:0:0:0:
448,192,324130,1,0,0:0:0:0:
64,192,324174,1,0,0:0:0:0:
192,192,324217,1,0,0:0:0:0:
448,192,324261,1,0,0:0:0:0:
320,192,324304,1,0,0:0:0:0:
192,192,324348,1,0,0:0:0:0:
448,192,324391,1,0,0:0:0:0:
320,192,324435,1,0,0:0:0:0:
192,192,324478,1,0,0:0:0:0:
448,192,324522,1,0,0:0:0:0:
320,192,324565,1,0,0:0:0:0:
192,192,324609,1,0,0:0:0:0:
64,192,324609,1,0,0:0:0:0:
448,192,324652,1,0,0:0:0:0:
320,192,324696,1,0,0:0:0:0:
64,192,324739,1,0,0:0:0:0:
192,192,324783,1,0,0:0:0:0:
320,192,324826,1,0,0:0:0:0:
448,192,324869,1,0,0:0:0:0:
64,192,324913,1,0,0:0:0:0:
192,192,324956,1,0,0:0:0:0:
320,192,325000,1,0,0:0:0:0:
448,192,325043,1,0,0:0:0:0:
192,192,325087,1,0,0:0:0:0:
64,192,325130,1,0,0:0:0:0:
320,192,325130,1,0,0:0:0:0:
448,192,325174,1,0,0:0:0:0:
192,192,325217,1,0,0:0:0:0:
320,192,325261,1,0,0:0:0:0:
448,192,325304,1,0,0:0:0:0:
64,192,325348,1,0,0:0:0:0:
320,192,325391,1,0,0:0:0:0:
448,192,325435,1,0,0:0:0:0:
64,192,325478,1,0,0:0:0:0:
320,192,325522,1,0,0:0:0:0:
448,192,325565,1,0,0:0:0:0:
64,192,325609,1,0,0:0:0:0:
192,192,325652,1,0,0:0:0:0:
320,192,325652,1,0,0:0:0:0:
448,192,325696,1,0,0:0:0:0:
64,192,325739,1,0,0:0:0:0:
192,192,325783,1,0,0:0:0:0:
448,192,325826,1,0,0:0:0:0:
320,192,325869,1,0,0:0:0:0:
64,192,325913,1,0,0:0:0:0:
448,192,325956,1,0,0:0:0:0:
192,192,326000,1,0,0:0:0:0:
320,192,326043,1,0,0:0:0:0:
448,192,326087,1,0,0:0:0:0:
192,192,326130,1,0,0:0:0:0:
64,192,326174,1,0,0:0:0:0:
320,192,326174,1,0,0:0:0:0:
448,192,326217,1,0,0:0:0:0:
192,192,326261,1,0,0:0:0:0:
64,192,326304,1,0,0:0:0:0:
320,192,326348,1,0,0:0:0:0:
192,192,326391,1,0,0:0:0:0:
64,192,326435,1,0,0:0:0:0:
448,192,326478,1,0,0:0:0:0:
192,192,326522,1,0,0:0:0:0:
64,192,326565,1,0,0:0:0:0:
320,192,326609,1,0,0:0:0:0:
192,192,326652,1,0,0:0:0:0:
64,192,326696,1,0,0:0:0:0:
448,192,326696,1,0,0:0:0:0:
320,192,326739,1,0,0:0:0:0:
192,192,326783,1,0,0:0:0:0:
64,192,326826,1,0,0:0:0:0:
320,192,326869,1,0,0:0:0:0:
192,192,326913,1,0,0:0:0:0:
448,192,326956,1,0,0:0:0:0:
320,192,327000,1,0,0:0:0:0:
64,192,327043,1,0,0:0:0:0:
192,192,327087,1,0,0:0:0:0:
320,192,327130,1,0,0:0:0:0:
448,192,327174,1,0,0:0:0:0:
192,192,327217,1,0,0:0:0:0:
64,192,327217,1,0,0:0:0:0:
320,192,327261,1,0,0:0:0:0:
448,192,327304,1,0,0:0:0:0:
64,192,327348,1,0,0:0:0:0:
320,192,327391,1,0,0:0:0:0:
192,192,327435,1,0,0:0:0:0:
64,192,327478,1,0,0:0:0:0:
320,192,327522,1,0,0:0:0:0:
448,192,327565,1,0,0:0:0:0:
64,192,327609,1,0,0:0:0:0:
320,192,327652,1,0,0:0:0:0:
448,192,327696,1,0,0:0:0:0:
192,192,327739,1,0,0:0:0:0:
64,192,327739,1,0,0:0:0:0:
320,192,327783,1,0,0:0:0:0:
448,192,327826,1,0,0:0:0:0:
192,192,327869,1,0,0:0:0:0:
64,192,327913,1,0,0:0:0:0:
320,192,327956,1,0,0:0:0:0:
192,192,328000,1,0,0:0:0:0:
448,192,328043,1,0,0:0:0:0:
320,192,328087,1,0,0:0:0:0:
192,192,328130,1,0,0:0:0:0:
64,192,328174,1,0,0:0:0:0:
448,192,328217,1,0,0:0:0:0:
192,192,328261,1,0,0:0:0:0:
320,192,328261,1,0,0:0:0:0:
64,192,328304,1,0,0:0:0:0:
448,192,328348,1,0,0:0:0:0:
192,192,328391,1,0,0:0:0:0:
320,192,328435,1,0,0:0:0:0:
448,192,328478,1,0,0:0:0:0:
64,192,328522,1,0,0:0:0:0:
320,192,328565,1,0,0:0:0:0:
448,192,328609,1,0,0:0:0:0:
64,192,328652,1,0,0:0:0:0:
320,192,328696,1,0,0:0:0:0:
192,192,328739,1,0,0:0:0:0:
64,192,328783,1,0,0:0:0:0:
448,192,328783,1,0,0:0:0:0:
320,192,328826,1,0,0:0:0:0:
192,192,328869,1,0,0:0:0:0:
448,192,328913,1,0,0:0:0:0:
320,192,328956,1,0,0:0:0:0:
192,192,329000,1,0,0:0:0:0:
448,192,329043,1,0,0:0:0:0:
64,192,329087,1,0,0:0:0:0:
320,192,329130,1,0,0:0:0:0:
192,192,329174,1,0,0:0:0:0:
64,192,329217,1,0,0:0:0:0:
320,192,329261,1,0,0:0:0:0:
192,192,329304,1,0,0:0:0:0:
448,192,329304,1,0,0:0:0:0:
64,192,329348,1,0,0:0:0:0:
320,192,329391,1,0,0:0:0:0:
448,192,329435,1,0,0:0:0:0:
64,192,329478,1,0,0:0:0:0:
192,192,329522,1,0,0:0:0:0:
320,192,329565,1,0,0:0:0:0:
64,192,329609,1,0,0:0:0:0:
448,192,329652,1,0,0:0:0:0:
192,192,329696,1,0,0:0:0:0:
320,192,329739,1,0,0:0:0:0:
448,192,329783,1,0,0:0:0:0:
192,192,329826,1,0,0:0:0:0:
64,192,329826,1,0,0:0:0:0:
320,192,329869,1,0,0:0:0:0:
448,192,329913,1,0,0:0:0:0:
64,192,329956,1,0,0:0:0:0:
320,192,330000,1,0,0:0:0:0:
192,192,330043,1,0,0:0:0:0:
448,192,330087,1,0,0:0:0:0:
320,192,330130,1,0,0:0:0:0:
192,192,330174,1,0,0:0:0:0:
448,192,330217,1,0,0:0:0:0:
320,192,330261,1,0,0:0:0:0:
64,192,330304,1,0,0:0:0:0:
192,192,330348,1,0,0:0:0:0:
448,192,330348,1,0,0:0:0:0:
320,192,330391,1,0,0:0:0:0:
64,192,330435,1,0,0:0:0:0:
192,192,330478,1,0,0:0:0:0:
320,192,330522,1,0,0:0:0:0:
64,192,330565,1,0,0:0:0:0:
448,192,330609,1,0,0:0:0:0:
320,192,330652,1,0,0:0:0:0:
192,192,330696,1,0,0:0:0:0:
448,192,330739,1,0,0:0:0:0:
64,192,330783,1,0,0:0:0:0:
320,192,330826,1,0,0:0:0:0:
192,192,330869,1,0,0:0:0:0:
448,192,330869,1,0,0:0:0:0:
64,192,330913,1,0,0:0:0:0:
320,192,330956,1,0,0:0:0:0:
192,192,331000,1,0,0:0:0:0:
448,192,331043,1,0,0:0:0:0:
320,192,331087,1,0,0:0:0:0:
64,192,331130,1,0,0:0:0:0:
448,192,331174,1,0,0:0:0:0:
192,192,331217,1,0,0:0:0:0:
320,192,331261,1,0,0:0:0:0:
64,192,331304,1,0,0:0:0:0:
448,192,331348,1,0,0:0:0:0:
320,192,331391,1,0,0:0:0:0:
192,192,331391,1,0,0:0:0:0:
64,192,331435,1,0,0:0:0:0:
448,192,331478,1,0,0:0:0:0:
320,192,331522,1,0,0:0:0:0:
192,192,331565,1,0,0:0:0:0:
448,192,331609,1,0,0:0:0:0:
64,192,331652,1,0,0:0:0:0:
320,192,331696,1,0,0:0:0:0:
192,192,331739,1,0,0:0:0:0:
64,192,331783,1,0,0:0:0:0:
320,192,331826,1,0,0:0:0:0:
192,192,331869,1,0,0:0:0:0:
64,192,331913,1,0,0:0:0:0:
448,192,331913,1,0,0:0:0:0:
320,192,331956,1,0,0:0:0:0:
192,192,332000,1,0,0:0:0:0:
64,192,332043,1,0,0:0:0:0:
